Status,Condition,District,Area,Rooms,Bathrooms,Balcony+,Heating,Conditioner,Parking,Lift,PerSq
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,70,2,2,15,0,0,0,1,700
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,63,3,1,0,0,0,0,0,668
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,110,4,1,24,1,0,1,1,645
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,75,3,1,10,1,0,0,0,613
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,93,4,1,21,1,0,1,1,602
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,89,3,1,5,1,0,1,0,545
ახალი აშენებული,ძველი გარემონტებული,დიღმის მასივი,50,2,3,2,1,0,0,1,700
ახალი აშენებული,ძველი გარემონტებული,დიღმის მასივი,100,4,1,3,1,0,1,0,570
ძველი აშენებული,ახალი გარემონტებული,ვაზისუბანი,92,4,2,21,1,0,1,0,707
ძველი აშენებული,ახალი გარემონტებული,ვაზისუბანი,58,3,2,0,1,1,1,1,612
ძველი აშენებული,ახალი გარემონტებული,ვაზისუბანი,84,3,2,6,1,0,1,1,532
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,38,2,1,3,1,1,0,0,855
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,90,4,1,8,1,0,1,1,778
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,72,3,1,5,1,0,1,1,742
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,61,2,1,0,1,0,1,1,672
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,61,2,1,0,1,0,1,1,664
ახალი აშენებული,თეთრი კარკასი,ვაზისუბანი,83,3,1,11,0,0,1,1,500
ძველი აშენებული,ძველი გარემონტებული,ვაზისუბანი,80,4,2,12,1,0,1,1,563
ძველი აშენებული,ძველი გარემონტებული,ვაზისუბანი,80,4,2,12,1,0,1,1,563
ძველი აშენებული,ძველი გარემონტებული,ვაზისუბანი,74,3,1,0,1,0,0,2,541
ძველი აშენებული,ახალი გარემონტებული,ვაკე,135,4,2,0,1,0,0,0,1481
ძველი აშენებული,ახალი გარემონტებული,ვაკე,60,2,1,2,1,0,0,1,1463
ძველი აშენებული,ახალი გარემონტებული,ვაკე,130,4,2,47,1,0,0,2,1115
ძველი აშენებული,ახალი გარემონტებული,ვაკე,22,1,1,0,1,1,0,0,1068
ძველი აშენებული,ახალი გარემონტებული,ვაკე,110,3,2,5,0,1,0,0,1042
ძველი აშენებული,ახალი გარემონტებული,ვაკე,195,3,2,5,1,1,1,0,1000
ძველი აშენებული,ახალი გარემონტებული,ვაკე,95,3,1,0,1,1,0,1,944
ძველი აშენებული,ახალი გარემონტებული,ვაკე,140,4,2,0,1,1,1,2,929
ძველი აშენებული,ახალი გარემონტებული,ვაკე,100,3,2,28,1,1,1,1,850
ახალი აშენებული,ახალი გარემონტებული,ვაკე,61,2,1,0,0,0,0,0,1502
ახალი აშენებული,ახალი გარემონტებული,ვაკე,127,3,2,0,1,1,0,1,1417
ახალი აშენებული,ახალი გარემონტებული,ვაკე,109,3,1,27,1,0,0,1,1337
ახალი აშენებული,ახალი გარემონტებული,ვაკე,71,2,1,16,1,0,1,2,1330
ახალი აშენებული,ახალი გარემონტებული,ვაკე,91,2,1,6,1,1,0,1,1319
ახალი აშენებული,ახალი გარემონტებული,ვაკე,102,3,3,0,0,1,1,2,1300
ახალი აშენებული,ახალი გარემონტებული,ვაკე,125,3,1,5,1,1,0,1,1300
ახალი აშენებული,ახალი გარემონტებული,ვაკე,100,3,1,6,1,1,1,1,1290
ახალი აშენებული,ახალი გარემონტებული,ვაკე,153,3,2,40,1,0,0,1,1176
ახალი აშენებული,ახალი გარემონტებული,ვაკე,135,4,1,17,1,0,1,1,1148
ახალი აშენებული,ახალი გარემონტებული,ვაკე,155,5,2,18,1,1,1,1,1146
ახალი აშენებული,ახალი გარემონტებული,ვაკე,88,3,1,12,1,0,0,2,1136
ახალი აშენებული,ახალი გარემონტებული,ვაკე,70,2,1,0,1,1,0,1,1134
ახალი აშენებული,ახალი გარემონტებული,ვაკე,115,3,2,15,1,1,0,1,1130
ახალი აშენებული,ახალი გარემონტებული,ვაკე,98,3,1,8,1,0,0,1,1112
ახალი აშენებული,ახალი გარემონტებული,ვაკე,75,3,1,7,1,1,0,1,1107
ახალი აშენებული,ახალი გარემონტებული,ვაკე,67,3,1,7,1,1,0,1,1075
ახალი აშენებული,ახალი გარემონტებული,ვაკე,127,4,2,8,1,0,1,1,1068
ახალი აშენებული,ახალი გარემონტებული,ვაკე,106,4,1,5,1,1,0,1,1037
ახალი აშენებული,ახალი გარემონტებული,ვაკე,108,3,1,0,1,1,0,1,1019
ახალი აშენებული,ახალი გარემონტებული,ვაკე,70,2,1,14,1,1,0,1,971
ახალი აშენებული,ახალი გარემონტებული,ვაკე,45,2,1,0,1,1,0,0,967
ახალი აშენებული,ახალი გარემონტებული,ვაკე,75,2,3,0,0,1,0,1,955
ახალი აშენებული,ახალი გარემონტებული,ვაკე,90,3,1,0,0,0,0,0,954
ახალი აშენებული,ახალი გარემონტებული,ვაკე,68,2,1,7,1,1,0,1,950
ახალი აშენებული,ახალი გარემონტებული,ვაკე,100,3,2,0,1,1,0,1,935
ახალი აშენებული,ახალი გარემონტებული,ვაკე,82,4,2,0,1,0,1,1,921
ახალი აშენებული,ახალი გარემონტებული,ვაკე,90,4,1,0,1,0,1,1,900
ახალი აშენებული,ახალი გარემონტებული,ვაკე,150,5,2,3,1,1,0,1,833
ახალი აშენებული,ახალი გარემონტებული,ვაკე,92,3,1,5,1,0,0,1,826
ახალი აშენებული,ახალი გარემონტებული,ვაკე,103,2,2,0,1,0,0,1,816
ახალი აშენებული,ახალი გარემონტებული,ვაკე,155,3,2,44,1,0,0,1,742
ახალი აშენებული,თეთრი კარკასი,ვაკე,155,4,2,11,0,0,0,2,993
ახალი აშენებული,თეთრი კარკასი,ვაკე,155,4,2,0,0,0,1,1,985
ახალი აშენებული,თეთრი კარკასი,ვაკე,164,4,2,15,0,0,1,1,928
ახალი აშენებული,თეთრი კარკასი,ვაკე,170,5,3,0,0,0,1,2,854
ახალი აშენებული,თეთრი კარკასი,ვაკე,130,4,3,0,0,0,0,1,800
ახალი აშენებული,თეთრი კარკასი,ვაკე,80,3,1,10,0,0,0,0,800
ახალი აშენებული,თეთრი კარკასი,ვაკე,85,3,1,12,0,0,0,0,765
ახალი აშენებული,თეთრი კარკასი,ვაკე,197,5,1,5,0,0,0,1,660
ძველი აშენებული,ძველი გარემონტებული,ვაკე,45,2,1,0,0,1,0,1,1333
ძველი აშენებული,ძველი გარემონტებული,ვაკე,115,4,1,0,1,0,1,1,1130
ძველი აშენებული,ძველი გარემონტებული,ვაკე,102,4,1,7,1,0,0,2,1049
ძველი აშენებული,ძველი გარემონტებული,ვაკე,91,5,2,2,1,0,0,1,901
ძველი აშენებული,ძველი გარემონტებული,ვაკე,198,5,1,0,0,0,0,0,881
ძველი აშენებული,ძველი გარემონტებული,ვაკე,125,4,1,0,1,0,1,0,880
ძველი აშენებული,ძველი გარემონტებული,ვაკე,160,6,3,54,1,1,0,1,869
ძველი აშენებული,ძველი გარემონტებული,ვაკე,150,4,2,0,1,0,1,1,847
ძველი აშენებული,ძველი გარემონტებული,ვაკე,55,2,1,6,1,0,1,1,818
ძველი აშენებული,ძველი გარემონტებული,ვაკე,200,4,2,41,1,1,1,0,802
ძველი აშენებული,ძველი გარემონტებული,ვაკე,132,4,2,10,0,0,0,1,783
ძველი აშენებული,ძველი გარემონტებული,ვაკე,55,1,1,0,1,0,1,1,782
ძველი აშენებული,ძველი გარემონტებული,ვაკე,182,5,2,50,1,0,0,0,769
ძველი აშენებული,ძველი გარემონტებული,ვაკე,33,2,1,0,0,0,0,0,752
ძველი აშენებული,ძველი გარემონტებული,ვაკე,93,3,1,15,1,1,1,1,720
ძველი აშენებული,ძველი გარემონტებული,ვაკე,140,4,1,0,0,1,1,0,709
ახალი აშენებული,ძველი გარემონტებული,ვაკე,160,3,2,20,1,0,1,1,938
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),53,2,1,3,1,1,0,1,1226
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),32,1,1,3,0,1,0,0,1125
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),90,2,1,5,1,1,1,1,1119
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),93,3,1,24,1,0,1,1,804
ახალი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),40,2,1,8,1,0,1,1,1250
ახალი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),74,3,1,1,1,1,0,2,1073
ახალი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),125,5,2,12,1,1,0,1,1062
ახალი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),68,2,1,0,1,1,1,0,765
ძველი აშენებული,შავი კარკასი,ვაჟა-ფშაველას კვარტლები  (I-VII),74,3,1,32,0,0,0,0,500
ძველი აშენებული,ძველი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),107,4,1,20,1,0,0,1,1000
ძველი აშენებული,ახალი გარემონტებული,ვარკეთილი,60,3,1,9,1,1,0,0,650
ძველი აშენებული,ახალი გარემონტებული,ვარკეთილი,66,3,1,7,1,0,0,1,579
ძველი აშენებული,ახალი გარემონტებული,ვარკეთილი,60,2,1,60,1,0,0,1,533
ძველი აშენებული,ახალი გარემონტებული,ვარკეთილი,86,3,3,5,0,0,0,1,529
ძველი აშენებული,ახალი გარემონტებული,ვარკეთილი,72,2,1,0,1,0,0,1,528
ძველი აშენებული,ახალი გარემონტებული,ვარკეთილი,110,5,2,20,1,1,1,1,409
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,42,2,1,4,1,1,1,2,881
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,84,3,1,7,1,0,1,0,805
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,45,2,2,4,1,0,1,1,798
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,50,2,2,0,1,0,0,1,794
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,70,3,1,7,0,0,1,1,786
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,48,2,1,0,1,0,0,1,771
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,71,3,1,0,1,0,1,2,732
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,78,4,1,6,1,0,0,2,731
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,62,3,1,3,1,0,1,2,726
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,49,2,1,6,1,0,1,1,714
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,50,2,1,5,1,0,1,2,700
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,54,3,1,3,1,0,0,2,694
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,66,3,1,5,1,0,0,2,689
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,74,4,2,3,1,0,1,1,670
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,42,2,1,2,0,0,1,2,621
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,54,2,1,0,1,0,1,1,611
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,45,2,1,8,1,0,1,2,589
ახალი აშენებული,ახალი გარემონტებული,ვარკეთილი,65,2,1,11,0,0,0,0,538
ახალი აშენებული,თეთრი კარკასი,ვარკეთილი,49,3,1,4,0,0,0,0,561
ახალი აშენებული,თეთრი კარკასი,ვარკეთილი,58,3,1,4,0,0,0,1,469
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,37,1,1,25,1,1,0,1,676
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,65,3,2,0,1,0,1,1,600
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,65,2,1,15,1,0,1,1,575
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,71,3,1,15,0,0,1,1,563
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,72,3,1,13,1,1,1,1,556
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,50,1,1,15,1,0,0,1,540
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,102,3,2,10,1,0,1,1,539
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,70,2,1,12,1,0,1,1,529
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,74,3,1,0,1,0,1,1,527
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,73,2,3,28,0,0,0,1,523
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,60,1,2,0,1,0,0,1,483
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,52,2,1,7,0,0,1,0,481
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,62,3,1,0,0,0,0,0,468
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,62,3,2,23,1,0,0,1,468
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,65,3,1,0,1,0,1,0,446
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,50,2,2,7,1,0,0,1,440
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,90,4,1,13,1,0,0,0,424
ძველი აშენებული,ძველი გარემონტებული,ვარკეთილი,87,3,1,16,1,0,1,0,402
ძველი აშენებული,ახალი გარემონტებული,ვაშლიჯვარი,85,3,1,0,1,0,0,1,765
ძველი აშენებული,ახალი გარემონტებული,ვაშლიჯვარი,100,4,1,0,1,1,1,0,595
ახალი აშენებული,ახალი გარემონტებული,ვაშლიჯვარი,42,1,1,7,1,1,1,1,881
ახალი აშენებული,ახალი გარემონტებული,ვაშლიჯვარი,39,2,1,0,0,0,0,1,841
ახალი აშენებული,ახალი გარემონტებული,ვაშლიჯვარი,63,3,1,0,0,0,0,1,830
ახალი აშენებული,ახალი გარემონტებული,ვაშლიჯვარი,70,3,1,0,0,0,0,1,819
ახალი აშენებული,შავი კარკასი,ვაშლიჯვარი,48,2,1,2,1,0,1,1,546
ახალი აშენებული,შავი კარკასი,ვაშლიჯვარი,71,3,1,6,1,0,1,1,545
ახალი აშენებული,შავი კარკასი,ვაშლიჯვარი,53,2,1,8,0,0,0,1,521
ძველი აშენებული,ძველი გარემონტებული,ვაშლიჯვარი,60,2,1,3,0,0,0,1,550
ძველი აშენებული,ძველი გარემონტებული,ვაშლიჯვარი,80,3,1,9,0,0,0,2,500
ძველი აშენებული,ახალი გარემონტებული,ვერა,95,4,1,15,1,1,1,1,958
ახალი აშენებული,ახალი გარემონტებული,ვერა,218,6,2,0,1,1,0,2,1147
ახალი აშენებული,ახალი გარემონტებული,ვერა,110,3,2,20,1,0,0,1,955
ახალი აშენებული,თეთრი კარკასი,ვერა,80,3,1,2,0,0,0,1,1313
ახალი აშენებული,თეთრი კარკასი,ვერა,71,2,1,0,1,0,0,1,1225
ახალი აშენებული,თეთრი კარკასი,ვერა,245,5,2,0,0,0,1,2,1061
ახალი აშენებული,თეთრი კარკასი,ვერა,245,5,2,56,1,0,1,2,1057
ახალი აშენებული,თეთრი კარკასი,ვერა,90,3,1,0,0,0,0,0,944
ახალი აშენებული,შავი კარკასი,ვერა,90,3,1,0,0,0,0,0,800
ძველი აშენებული,ძველი გარემონტებული,ვერა,54,2,1,0,0,0,0,0,1019
ძველი აშენებული,ძველი გარემონტებული,ვერა,160,5,2,0,1,0,1,0,871
ძველი აშენებული,ძველი გარემონტებული,ვერა,60,2,1,0,1,0,0,0,783
ძველი აშენებული,ძველი გარემონტებული,ვერა,100,3,2,0,1,0,1,1,661
ძველი აშენებული,ძველი გარემონტებული,ვერა,84,3,1,10,0,0,1,0,655
ძველი აშენებული,ახალი გარემონტებული,ზღვისუბანი (თემქა),58,2,1,4,0,0,0,1,621
ძველი აშენებული,ახალი გარემონტებული,ზღვისუბანი (თემქა),68,2,1,10,1,1,1,0,584
ძველი აშენებული,ახალი გარემონტებული,ზღვისუბანი (თემქა),72,4,1,1,0,1,0,0,576
ახალი აშენებული,ახალი გარემონტებული,ზღვისუბანი (თემქა),62,3,1,4,1,0,1,2,806
ახალი აშენებული,ახალი გარემონტებული,ზღვისუბანი (თემქა),69,3,1,4,0,0,0,1,681
ძველი აშენებული,ძველი გარემონტებული,ზღვისუბანი (თემქა),35,2,1,3,1,0,1,1,566
ძველი აშენებული,ძველი გარემონტებული,ზღვისუბანი (თემქა),70,3,2,23,1,0,0,1,529
ძველი აშენებული,ძველი გარემონტებული,ზღვისუბანი (თემქა),60,2,1,17,1,1,0,1,517
ძველი აშენებული,ძველი გარემონტებული,ზღვისუბანი (თემქა),70,3,2,30,1,0,0,1,500
ძველი აშენებული,ძველი გარემონტებული,ზღვისუბანი (თემქა),80,3,1,13,0,1,1,1,463
ძველი აშენებული,ახალი გარემონტებული,ისანი,35,1,3,0,1,0,1,0,771
ძველი აშენებული,ახალი გარემონტებული,ისანი,80,3,1,3,1,1,0,1,663
ძველი აშენებული,ახალი გარემონტებული,ისანი,77,3,1,12,1,0,1,0,623
ძველი აშენებული,ახალი გარემონტებული,ისანი,35,1,1,4,1,0,1,1,523
ძველი აშენებული,ახალი გარემონტებული,ისანი,67,3,2,8,1,1,0,2,522
ძველი აშენებული,ახალი გარემონტებული,ისანი,77,3,1,10,1,0,1,0,405
ახალი აშენებული,ახალი გარემონტებული,ისანი,41,2,1,8,1,0,1,2,1122
ახალი აშენებული,ახალი გარემონტებული,ისანი,72,3,1,0,1,1,1,2,917
ახალი აშენებული,ახალი გარემონტებული,ისანი,72,3,2,6,1,0,0,1,833
ახალი აშენებული,ახალი გარემონტებული,ისანი,72,3,2,0,1,0,1,1,833
ახალი აშენებული,ახალი გარემონტებული,ისანი,54,2,1,6,1,0,1,2,796
ახალი აშენებული,ახალი გარემონტებული,ისანი,61,3,1,0,1,0,1,1,754
ახალი აშენებული,ახალი გარემონტებული,ისანი,105,3,1,3,1,1,1,2,638
ახალი აშენებული,თეთრი კარკასი,ისანი,55,2,1,10,1,0,1,2,809
ახალი აშენებული,თეთრი კარკასი,ისანი,135,3,2,25,0,0,1,1,681
ახალი აშენებული,შავი კარკასი,ისანი,85,3,1,3,0,0,0,2,700
ახალი აშენებული,შავი კარკასი,ისანი,140,4,2,1,0,0,0,1,650
ძველი აშენებული,ძველი გარემონტებული,ისანი,30,1,1,0,1,0,0,1,867
ძველი აშენებული,ძველი გარემონტებული,ისანი,77,3,1,0,1,1,1,1,729
ძველი აშენებული,ძველი გარემონტებული,ისანი,62,3,1,9,1,1,0,1,726
ძველი აშენებული,ძველი გარემონტებული,ისანი,67,3,1,0,1,0,0,0,667
ძველი აშენებული,ძველი გარემონტებული,ისანი,76,3,2,3,1,0,1,1,638
ძველი აშენებული,ძველი გარემონტებული,ისანი,120,5,1,17,1,0,1,1,586
ძველი აშენებული,ძველი გარემონტებული,ისანი,65,2,2,0,1,1,0,0,585
ძველი აშენებული,ძველი გარემონტებული,ისანი,54,2,2,2,1,0,0,0,583
ძველი აშენებული,ძველი გარემონტებული,ისანი,90,3,2,0,1,0,0,1,533
ძველი აშენებული,ძველი გარემონტებული,ისანი,67,3,2,8,1,1,1,2,522
ძველი აშენებული,ძველი გარემონტებული,ისანი,115,4,1,30,1,1,1,1,449
ძველი აშენებული,ძველი გარემონტებული,ისანი,35,1,3,0,0,0,1,2,429
ძველი აშენებული,ახალი გარემონტებული,მთაწმინდა,26,1,1,0,0,0,1,0,1058
ახალი აშენებული,ახალი გარემონტებული,მთაწმინდა,33,1,1,0,1,1,1,0,1258
ძველი აშენებული,ძველი გარემონტებული,მთაწმინდა,118,4,1,20,1,0,1,0,1000
ძველი აშენებული,ძველი გარემონტებული,მთაწმინდა,47,2,1,0,1,0,1,0,862
ძველი აშენებული,ძველი გარემონტებული,მთაწმინდა,47,2,1,0,1,0,1,0,862
ძველი აშენებული,ძველი გარემონტებული,მთაწმინდა,225,7,2,0,1,0,1,0,850
ძველი აშენებული,ძველი გარემონტებული,მუხიანი,75,2,3,18,1,1,1,1,600
ძველი აშენებული,ძველი გარემონტებული,მუხიანი,98,4,1,6,1,0,0,0,546
ძველი აშენებული,ძველი გარემონტებული,მუხიანი,100,4,1,3,1,0,1,1,440
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,38,1,2,0,1,1,1,1,1053
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,38,2,1,0,1,0,1,1,921
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,40,1,1,0,1,0,1,0,825
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,110,5,1,4,1,0,1,1,818
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,84,4,2,3,1,1,1,1,738
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,82,3,1,6,1,0,0,1,666
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,72,4,2,0,1,0,1,0,663
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,85,3,1,19,1,1,1,1,647
ძველი აშენებული,ახალი გარემონტებული,ნაძალადევი,40,1,1,0,0,0,1,1,623
ახალი აშენებული,ახალი გარემონტებული,ნაძალადევი,49,2,1,4,1,0,1,1,1016
ახალი აშენებული,თეთრი კარკასი,ნაძალადევი,54,2,1,3,1,0,0,1,620
ძველი აშენებული,ძველი გარემონტებული,ნაძალადევი,36,1,1,6,1,0,0,1,792
ძველი აშენებული,ძველი გარემონტებული,ნაძალადევი,50,3,1,7,1,0,1,0,560
ძველი აშენებული,ძველი გარემონტებული,ნაძალადევი,45,2,1,0,0,0,0,0,444
ძველი აშენებული,ძველი გარემონტებული,ნაძალადევი,140,4,2,0,1,0,1,0,412
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),94,3,2,9,1,1,1,2,851
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),49,3,1,0,1,0,1,1,837
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),56,3,1,0,1,0,1,2,784
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),50,3,1,0,0,0,0,0,758
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),51,3,1,0,1,0,0,0,743
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),130,4,1,0,1,0,1,1,670
ძველი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),76,3,1,0,1,0,1,2,553
ახალი აშენებული,ახალი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),200,5,3,24,1,1,1,0,740
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),87,3,1,7,0,1,0,1,690
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),140,4,2,26,1,0,0,1,643
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),50,2,1,0,1,0,0,1,640
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),100,3,2,4,1,0,0,1,588
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),115,4,2,25,1,1,0,1,539
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),100,3,1,8,1,1,1,1,530
ძველი აშენებული,ძველი გარემონტებული,ნუცუბიძის მიკრორაიონები (I-V),120,4,2,10,0,0,0,0,475
ძველი აშენებული,ახალი გარემონტებული,ორთაჭალა,82,4,1,0,1,1,0,1,915
ძველი აშენებული,ახალი გარემონტებული,ორთაჭალა,56,2,1,0,1,1,0,0,852
ძველი აშენებული,ახალი გარემონტებული,ორთაჭალა,67,3,1,0,1,0,1,0,625
ახალი აშენებული,ახალი გარემონტებული,ორთაჭალა,78,3,1,11,1,1,1,2,995
ახალი აშენებული,ახალი გარემონტებული,ორთაჭალა,52,2,1,6,0,0,0,1,904
ახალი აშენებული,ახალი გარემონტებული,ორთაჭალა,50,2,1,0,1,1,0,1,880
ახალი აშენებული,ახალი გარემონტებული,ორთაჭალა,133,4,2,6,1,0,1,1,865
ახალი აშენებული,ახალი გარემონტებული,ორთაჭალა,94,3,1,0,1,0,1,1,798
ახალი აშენებული,თეთრი კარკასი,ორთაჭალა,52,2,2,5,0,0,0,2,769
ახალი აშენებული,თეთრი კარკასი,ორთაჭალა,110,4,2,0,0,0,0,2,609
ახალი აშენებული,შავი კარკასი,ორთაჭალა,60,2,1,0,1,0,1,2,752
ახალი აშენებული,შავი კარკასი,ორთაჭალა,53,2,1,0,1,0,1,2,736
ახალი აშენებული,შავი კარკასი,ორთაჭალა,67,3,1,0,1,0,1,2,736
ახალი აშენებული,შავი კარკასი,ორთაჭალა,77,3,2,0,1,0,1,2,736
ახალი აშენებული,შავი კარკასი,ორთაჭალა,67,3,1,0,1,0,1,2,731
ძველი აშენებული,ძველი გარემონტებული,ორთაჭალა,34,1,1,4,1,0,1,0,647
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,42,2,1,1,1,1,0,0,1476
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,100,3,1,0,0,0,0,1,1127
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,37,2,1,3,1,0,0,1,1124
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,37,2,1,3,1,0,0,1,1124
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,90,3,1,0,1,1,0,2,1111
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,65,3,2,0,1,0,1,1,1108
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,110,3,2,8,1,1,0,2,1100
