Status,Condition,District,Area,Rooms,Bathrooms,Balcony,lastoffirst,Heating,Parking,Storeroom,Fireplace,Furniture,Lift,Conditioner,PerSq
old,newRenov,didiDigomi,66,3,1,0,1,1,1,1,0,0,1,0,583
old,newRenov,didiDigomi,85,3,1,0,1,0,0,0,0,0,1,0,498
new,newRenov,didiDigomi,58,3,1,0,1,1,0,0,0,1,1,0,914
new,newRenov,didiDigomi,70,3,1,0,1,1,1,0,0,1,1,0,884
new,newRenov,didiDigomi,43,3,1,0,0,1,0,0,0,1,0,0,853
new,newRenov,didiDigomi,21,1,1,0,1,1,1,0,0,0,0,1,833
new,newRenov,didiDigomi,71,3,1,0,1,0,0,0,0,0,1,0,803
new,newRenov,didiDigomi,21,1,1,0,0,1,1,0,0,1,0,1,800
new,newRenov,didiDigomi,42,2,1,0,1,1,0,0,0,0,1,0,786
new,newRenov,didiDigomi,48,3,1,0,1,1,0,0,0,1,1,1,771
new,newRenov,didiDigomi,37,1,1,0,1,1,1,0,0,1,1,0,770
new,newRenov,didiDigomi,37,2,1,0,1,1,1,1,0,0,1,0,770
new,newRenov,didiDigomi,36,2,1,0,0,0,0,0,0,0,1,0,744
new,newRenov,didiDigomi,93,4,1,0,1,1,0,0,0,0,1,0,731
new,newRenov,didiDigomi,68,3,1,0,1,1,1,0,0,0,1,0,721
new,newRenov,didiDigomi,45,2,1,0,1,1,1,0,0,0,1,0,718
new,newRenov,didiDigomi,48,2,1,0,1,0,0,0,0,0,1,0,708
new,newRenov,didiDigomi,37,2,1,0,0,1,1,1,0,1,0,1,703
new,newRenov,didiDigomi,36,2,1,0,0,1,0,0,0,1,0,0,694
new,newRenov,didiDigomi,65,2,1,0,1,0,0,0,0,0,1,0,692
new,newRenov,didiDigomi,57,3,1,0,1,0,0,0,0,0,1,0,689
new,newRenov,didiDigomi,57,3,1,0,1,1,0,0,0,0,1,0,681
new,newRenov,didiDigomi,53,3,1,0,1,0,0,0,0,0,1,0,670
new,newRenov,didiDigomi,53,2,1,0,1,1,1,0,0,0,0,0,660
new,newRenov,didiDigomi,48,2,1,0,1,1,0,0,0,0,1,0,650
new,newRenov,didiDigomi,58,2,1,0,0,1,1,0,0,0,0,0,621
new,newRenov,didiDigomi,41,2,1,0,0,0,1,0,0,0,0,0,610
new,newRenov,didiDigomi,81,3,1,0,1,1,1,0,0,0,1,0,599
new,newRenov,didiDigomi,44,2,1,0,1,1,1,1,0,1,0,0,520
new,white,didiDigomi,130,5,2,0,1,0,1,0,0,0,1,0,638
new,white,didiDigomi,47,3,1,0,1,0,1,0,0,0,1,0,606
new,white,didiDigomi,80,3,1,0,1,0,0,0,0,0,0,0,600
new,white,didiDigomi,45,2,1,0,1,0,1,0,0,0,1,0,600
new,white,didiDigomi,62,3,1,0,1,1,0,0,0,0,1,0,581
new,white,didiDigomi,56,2,2,0,1,0,0,0,0,0,1,0,571
new,white,didiDigomi,84,3,1,0,1,0,0,1,0,0,0,0,563
new,white,didiDigomi,90,4,1,0,1,0,0,0,0,0,0,0,546
new,black,didiDigomi,76,3,2,0,1,0,1,0,0,0,1,0,539
new,black,didiDigomi,144,4,2,0,1,0,0,0,0,0,0,0,467
old,oldRenov,didiDigomi,67,2,1,0,1,1,0,0,0,1,1,1,612
old,oldRenov,didiDigomi,102,4,2,0,1,0,0,1,0,0,1,0,471
old,newRenov,didube,95,3,2,0,1,1,0,0,0,0,1,1,842
new,newRenov,didube,74,3,1,0,1,1,0,0,0,0,1,0,926
new,newRenov,didube,51,2,1,0,1,1,0,0,0,0,1,0,900
new,newRenov,didube,100,3,1,0,1,1,1,1,0,1,1,0,790
new,black,didube,80,3,1,0,1,0,0,0,0,0,1,0,688
new,black,didube,85,3,1,0,1,0,0,0,0,0,0,0,500
old,oldRenov,didube,28,1,1,0,1,0,0,0,0,0,0,0,832
old,oldRenov,didube,72,3,1,0,0,1,1,1,0,0,1,0,758
old,oldRenov,didube,102,4,2,0,0,1,1,1,0,0,0,0,708
old,oldRenov,didube,60,2,1,0,1,0,0,1,0,0,1,0,668
old,oldRenov,didube,70,2,2,0,0,0,0,0,0,0,0,0,514
old,newRenov,digmisMas,35,1,1,0,0,1,1,1,0,1,0,0,743
new,newRenov,digmisMas,95,4,2,0,1,0,0,0,0,0,1,0,1300
new,newRenov,digmisMas,46,2,1,0,1,1,1,0,0,1,1,1,1100
new,newRenov,digmisMas,100,3,1,0,1,1,0,1,0,1,0,0,1000
new,newRenov,digmisMas,23,2,1,0,1,1,1,0,0,1,1,0,909
new,newRenov,digmisMas,130,4,3,0,1,1,1,0,0,0,0,1,808
new,newRenov,digmisMas,78,5,1,0,1,1,0,1,0,1,0,0,590
new,newRenov,digmisMas,78,5,2,0,1,1,0,1,0,1,1,0,577
old,oldRenov,digmisMas,26,1,1,0,1,1,0,0,0,1,1,0,927
old,oldRenov,digmisMas,47,2,1,0,1,1,1,1,1,0,1,0,772
old,oldRenov,digmisMas,63,3,1,0,1,0,0,0,0,0,0,0,668
old,newRenov,vadzisubani,58,3,2,0,1,1,1,1,0,1,1,1,612
new,newRenov,vadzisubani,61,2,1,0,1,1,1,0,0,1,1,0,672
new,newRenov,vadzisubani,61,2,1,0,1,1,1,0,0,1,1,0,664
old,oldRenov,vadzisubani,74,3,1,0,1,1,0,0,0,0,1,0,541
old,newRenov,vake,135,4,2,0,1,1,0,0,0,1,0,0,1481
old,newRenov,vake,22,1,1,0,0,1,0,0,0,1,0,1,1068
old,newRenov,vake,95,3,1,0,0,1,0,1,0,1,1,1,944
old,newRenov,vake,140,4,2,0,1,1,1,1,0,1,1,1,929
new,newRenov,vake,61,2,1,0,1,0,0,0,0,0,0,0,1502
new,newRenov,vake,127,3,2,0,1,1,0,0,0,1,1,1,1417
new,newRenov,vake,102,3,3,0,1,0,1,0,1,1,1,1,1300
new,newRenov,vake,70,2,1,0,1,1,0,0,0,1,1,1,1134
new,newRenov,vake,108,3,1,0,1,1,0,1,0,1,1,1,1019
new,newRenov,vake,45,2,1,0,1,1,0,1,0,0,0,1,967
new,newRenov,vake,75,2,3,0,1,0,0,0,1,0,1,1,955
new,newRenov,vake,90,3,1,0,1,0,0,0,0,0,0,0,954
new,newRenov,vake,100,3,2,0,1,1,0,1,0,1,1,1,935
new,newRenov,vake,82,4,2,0,1,1,1,0,0,0,1,0,921
new,newRenov,vake,90,4,1,0,1,1,1,1,0,1,1,0,900
new,newRenov,vake,103,2,2,0,1,1,0,0,0,0,1,0,816
new,white,vake,155,4,2,0,1,0,1,0,0,0,1,0,985
new,white,vake,170,5,3,0,1,0,1,0,0,0,1,0,854
new,white,vake,130,4,3,0,1,0,0,0,0,0,1,0,800
old,oldRenov,vake,45,2,1,0,1,0,0,1,0,0,1,1,1333
old,oldRenov,vake,115,4,1,0,1,1,1,1,0,0,1,0,1130
old,oldRenov,vake,198,5,1,0,1,0,0,0,0,0,0,0,881
old,oldRenov,vake,125,4,1,0,1,1,1,1,0,0,0,0,880
old,oldRenov,vake,150,4,2,0,1,1,1,0,0,1,1,0,847
old,oldRenov,vake,55,1,1,0,1,1,1,1,0,0,1,0,782
old,oldRenov,vake,33,2,1,0,0,0,0,0,0,0,0,0,752
old,oldRenov,vake,140,4,1,0,1,0,1,0,0,1,0,1,709
new,newRenov,vaja,68,2,1,0,1,1,1,1,0,1,0,1,765
old,newRenov,varketili,72,2,1,0,1,1,0,0,0,1,1,0,528
new,newRenov,varketili,50,2,2,0,1,1,0,0,0,1,1,0,794
new,newRenov,varketili,48,2,1,0,1,1,0,0,0,0,1,0,771
new,newRenov,varketili,71,3,1,0,1,1,1,0,0,1,1,0,732
new,newRenov,varketili,54,2,1,0,1,1,1,1,0,0,1,0,611
old,oldRenov,varketili,65,3,2,0,1,1,1,1,0,0,1,0,600
old,oldRenov,varketili,74,3,1,0,1,1,1,0,0,1,1,0,527
old,oldRenov,varketili,60,1,2,0,0,1,0,0,0,0,1,0,483
old,oldRenov,varketili,62,3,1,0,0,0,0,0,0,0,0,0,468
old,oldRenov,varketili,65,3,1,0,1,1,1,0,0,0,0,0,446
old,newRenov,vashlijvari,85,3,1,0,1,1,0,0,0,1,1,0,765
old,newRenov,vashlijvari,100,4,1,0,1,1,1,0,0,1,0,1,595
new,newRenov,vashlijvari,39,2,1,0,1,0,0,0,0,0,1,0,841
new,newRenov,vashlijvari,63,3,1,0,1,0,0,0,0,0,1,0,830
new,newRenov,vashlijvari,70,3,1,0,1,0,0,0,0,0,1,0,819
new,newRenov,vera,218,6,2,0,1,1,0,1,0,0,1,1,1147
new,white,vera,71,2,1,0,1,1,0,0,0,0,1,0,1225
new,white,vera,245,5,2,0,1,0,1,0,0,0,1,0,1061
new,white,vera,90,3,1,0,1,0,0,0,0,0,0,0,944
new,black,vera,90,3,1,0,1,0,0,0,0,0,0,0,800
old,oldRenov,vera,54,2,1,0,0,0,0,1,0,0,0,0,1019
old,oldRenov,vera,160,5,2,0,1,1,1,1,0,0,0,0,871
old,oldRenov,vera,60,2,1,0,1,1,0,0,0,0,0,0,783
old,oldRenov,vera,100,3,2,0,1,1,1,1,0,0,1,0,661
old,newRenov,isani,35,1,3,0,1,1,1,0,0,1,0,0,771
new,newRenov,isani,72,3,1,0,1,1,1,0,0,1,1,1,917
new,newRenov,isani,72,3,2,0,1,1,1,0,0,1,1,0,833
new,newRenov,isani,61,3,1,0,1,1,1,0,0,1,1,0,754
old,oldRenov,isani,30,1,1,0,1,1,0,0,0,0,1,0,867
old,oldRenov,isani,77,3,1,0,1,1,1,1,0,0,1,1,729
old,oldRenov,isani,67,3,1,0,0,1,0,1,0,0,0,0,667
old,oldRenov,isani,65,2,2,0,0,1,0,1,0,1,0,1,585
old,oldRenov,isani,90,3,2,0,1,1,0,1,0,0,1,0,533
old,oldRenov,isani,35,1,3,0,1,0,1,0,0,1,1,0,429
old,newRenov,mtatsminda,26,1,1,0,0,0,1,1,0,0,0,0,1058
new,newRenov,mtatsminda,33,1,1,0,0,1,1,0,0,1,0,1,1258
old,oldRenov,mtatsminda,47,2,1,0,1,1,1,1,0,0,0,0,862
old,oldRenov,mtatsminda,47,2,1,0,1,1,1,1,0,0,0,0,862
old,oldRenov,mtatsminda,225,7,2,0,1,1,1,1,0,0,0,0,850
old,newRenov,nadzaladevi,38,1,2,0,1,1,1,0,0,1,1,1,1053
old,newRenov,nadzaladevi,38,2,1,0,1,1,1,0,0,0,1,0,921
old,newRenov,nadzaladevi,40,1,1,0,1,1,1,1,0,1,0,0,825
old,newRenov,nadzaladevi,72,4,2,0,0,1,1,1,0,0,0,0,663
old,newRenov,nadzaladevi,40,1,1,0,1,0,1,1,0,0,1,0,623
old,oldRenov,nadzaladevi,45,2,1,0,1,0,0,0,0,0,0,0,444
old,oldRenov,nadzaladevi,140,4,2,0,1,1,1,1,0,0,0,0,412
old,newRenov,nucubidze,49,3,1,0,0,1,1,1,0,1,1,0,837
old,newRenov,nucubidze,56,3,1,0,1,1,1,1,0,0,1,0,784
old,newRenov,nucubidze,50,3,1,0,1,0,0,0,0,0,0,0,758
old,newRenov,nucubidze,51,3,1,0,1,1,0,0,0,0,0,0,743
old,newRenov,nucubidze,130,4,1,0,1,1,1,1,0,0,1,0,670
old,newRenov,nucubidze,76,3,1,0,1,1,1,1,0,0,1,0,553
old,oldRenov,nucubidze,50,2,1,0,1,1,0,0,0,1,1,0,640
old,newRenov,ortatsala,82,4,1,0,1,1,0,1,0,1,1,1,915
old,newRenov,ortatsala,56,2,1,0,1,1,0,0,0,1,0,1,852
old,newRenov,ortatsala,67,3,1,0,0,1,1,1,0,0,0,0,625
new,newRenov,ortatsala,50,2,1,0,1,1,0,0,0,1,1,1,880
new,newRenov,ortatsala,94,3,1,0,1,1,1,0,0,0,1,0,798
new,white,ortatsala,110,4,2,0,1,0,0,0,0,0,1,0,609
new,black,ortatsala,60,2,1,0,1,1,1,0,0,0,1,0,752
new,black,ortatsala,53,2,1,0,1,1,1,0,0,0,1,0,736
new,black,ortatsala,67,3,1,0,1,1,1,0,0,0,1,0,736
new,black,ortatsala,77,3,2,0,1,1,1,0,0,0,1,0,736
new,black,ortatsala,67,3,1,0,1,1,1,0,0,0,1,0,731
old,newRenov,saburtalo,100,3,1,0,1,0,0,0,0,1,1,0,1127
old,newRenov,saburtalo,90,3,1,0,1,1,0,1,0,1,1,1,1111
old,newRenov,saburtalo,65,3,2,0,1,1,1,0,0,1,1,0,1108
old,newRenov,saburtalo,103,4,1,0,1,1,1,1,0,0,1,1,1000
old,newRenov,saburtalo,80,3,1,0,1,1,0,0,0,1,1,0,1000
old,newRenov,saburtalo,75,3,2,0,1,1,0,0,0,1,1,0,973
old,newRenov,saburtalo,63,3,1,0,1,1,1,1,0,0,0,1,968
old,newRenov,saburtalo,19,1,1,0,1,1,0,0,0,0,1,0,947
old,newRenov,saburtalo,40,2,1,0,1,1,0,0,0,0,1,0,925
old,newRenov,saburtalo,26,1,1,0,1,1,0,0,0,0,1,0,923
old,newRenov,saburtalo,60,2,2,0,1,1,1,1,0,0,1,1,917
old,newRenov,saburtalo,36,2,2,0,1,1,1,1,0,0,0,1,903
old,newRenov,saburtalo,33,2,1,0,1,1,0,0,0,0,0,0,894
old,newRenov,saburtalo,28,1,1,0,1,1,0,0,0,0,0,0,893
old,newRenov,saburtalo,80,3,2,0,1,1,1,0,0,1,0,1,886
old,newRenov,saburtalo,82,4,2,0,1,1,0,1,0,1,0,1,866
old,newRenov,saburtalo,175,5,1,0,1,0,1,1,0,0,1,0,857
old,newRenov,saburtalo,90,3,1,0,1,1,1,0,0,1,1,1,833
old,newRenov,saburtalo,65,2,1,0,1,1,1,1,0,1,1,0,823
old,newRenov,saburtalo,51,3,1,0,1,1,1,0,0,0,0,1,743
old,newRenov,saburtalo,80,3,1,0,1,1,1,0,0,1,0,1,700
old,newRenov,saburtalo,49,2,2,0,1,1,1,1,0,1,1,0,684
old,newRenov,saburtalo,129,4,1,0,0,1,1,1,0,0,0,0,504
new,newRenov,saburtalo,50,2,1,0,1,1,1,0,0,1,1,0,1360
new,newRenov,saburtalo,47,2,2,0,1,1,0,0,0,1,0,0,1340
new,newRenov,saburtalo,47,2,2,0,1,1,0,0,0,1,0,0,1340
new,newRenov,saburtalo,164,5,3,0,1,1,0,0,0,1,1,1,1280
new,newRenov,saburtalo,70,2,1,0,1,1,0,1,0,0,1,0,1260
new,newRenov,saburtalo,55,2,1,0,1,0,0,0,0,0,0,0,1255
new,newRenov,saburtalo,58,2,1,0,1,1,0,0,0,1,1,0,1207
new,newRenov,saburtalo,100,3,2,0,1,1,0,1,0,1,1,1,1203
new,newRenov,saburtalo,50,2,1,0,1,1,0,0,0,1,1,0,1200
new,newRenov,saburtalo,200,5,2,0,1,1,1,1,0,1,1,1,1200
new,newRenov,saburtalo,62,2,1,0,1,1,1,0,0,1,1,0,1129
new,newRenov,saburtalo,101,3,1,0,1,1,0,1,0,1,1,0,1129
new,newRenov,saburtalo,82,3,1,0,1,1,0,0,0,1,1,0,1096
new,newRenov,saburtalo,64,2,1,0,1,1,1,0,0,1,1,0,1094
new,newRenov,saburtalo,98,3,1,0,1,1,1,0,0,1,1,1,1020
new,newRenov,saburtalo,140,4,2,0,1,1,0,1,0,1,1,1,964
new,newRenov,saburtalo,130,3,2,0,1,1,1,1,0,1,1,1,954
new,newRenov,saburtalo,60,3,2,0,1,1,1,1,0,0,1,1,917
new,newRenov,saburtalo,83,3,1,0,1,1,1,1,0,1,1,1,916
new,newRenov,saburtalo,100,4,1,0,1,1,0,0,0,1,1,0,880
new,newRenov,saburtalo,200,5,1,0,1,0,1,1,0,0,0,0,819
new,newRenov,saburtalo,135,5,2,0,1,1,1,1,0,0,1,1,806
new,newRenov,saburtalo,55,2,1,0,1,1,0,0,0,0,1,0,800
new,newRenov,saburtalo,200,5,2,0,1,1,1,1,1,1,0,1,800
new,newRenov,saburtalo,134,4,2,0,1,1,0,1,0,1,1,0,746
new,white,saburtalo,64,2,1,0,1,0,0,0,0,0,1,0,1322
new,white,saburtalo,96,4,2,0,1,0,0,0,0,0,1,0,1100
new,white,saburtalo,50,2,1,0,1,0,0,0,0,0,1,0,910
new,white,saburtalo,49,2,1,0,1,0,0,0,0,0,0,0,902
new,white,saburtalo,91,3,1,0,1,0,0,0,0,0,0,0,800
new,white,saburtalo,89,2,2,0,1,0,0,0,0,0,0,0,798
new,white,saburtalo,97,3,1,0,1,0,0,0,0,0,1,0,727
new,white,saburtalo,360,6,1,0,1,0,0,0,0,0,0,0,694
new,white,saburtalo,130,5,1,0,1,0,0,0,0,0,1,0,617
new,white,saburtalo,126,2,1,0,1,0,0,0,0,0,0,0,522
new,black,saburtalo,60,2,1,0,1,0,0,0,0,0,1,0,833
new,black,saburtalo,54,2,1,0,1,0,0,0,0,0,1,0,744
old,oldRenov,saburtalo,76,2,2,0,1,1,0,0,0,0,0,0,955
old,oldRenov,saburtalo,93,4,1,0,1,1,0,0,0,0,1,0,944
old,oldRenov,saburtalo,140,4,2,0,1,1,0,1,0,1,1,1,893
old,oldRenov,saburtalo,75,3,1,0,1,1,1,0,0,1,0,0,893
old,oldRenov,saburtalo,33,1,1,0,0,1,1,0,0,1,0,0,876
old,oldRenov,saburtalo,80,3,2,0,1,0,1,1,0,0,1,0,871
old,oldRenov,saburtalo,34,1,1,0,1,1,1,1,0,1,0,0,853
old,oldRenov,saburtalo,73,3,2,0,1,1,0,1,0,1,1,0,822
old,oldRenov,saburtalo,70,2,1,0,1,1,0,0,1,0,0,1,814
old,oldRenov,saburtalo,130,5,2,0,0,0,0,0,0,0,1,0,785
old,oldRenov,saburtalo,97,3,1,0,1,1,1,1,0,1,0,1,773
old,oldRenov,saburtalo,100,3,1,0,1,1,1,0,0,0,1,0,770
old,oldRenov,saburtalo,60,2,1,0,1,1,0,0,0,1,1,0,763
old,oldRenov,saburtalo,80,3,1,0,1,0,0,1,0,0,0,0,713
old,oldRenov,saburtalo,52,2,1,0,1,1,0,0,1,1,1,0,673
old,oldRenov,saburtalo,67,2,1,0,1,0,0,0,0,0,0,0,655
old,oldRenov,saburtalo,92,3,1,0,1,1,1,1,0,0,0,1,652
old,oldRenov,saburtalo,100,3,1,0,1,1,1,1,0,0,1,1,550
old,oldRenov,saburtalo,130,4,2,0,1,0,0,0,0,0,1,0,523
old,oldRenov,saburtalo,324,5,2,0,1,1,1,1,1,0,0,1,463
new,newRenov,samgori,68,2,1,0,1,1,1,0,0,0,1,1,699
new,newRenov,samgori,46,1,1,0,1,0,0,0,0,1,0,0,448
old,oldRenov,samgori,76,3,1,0,1,1,0,0,0,0,1,1,855
old,oldRenov,samgori,45,2,1,0,1,1,0,1,0,0,0,0,589
old,oldRenov,samgori,116,5,1,0,1,1,0,1,1,1,0,1,474
old,newRenov,chugureti,63,3,1,0,0,0,0,1,0,0,0,0,1108
old,newRenov,chugureti,50,2,2,0,1,1,1,1,0,1,0,0,800
old,newRenov,chugureti,50,2,3,0,1,1,1,1,0,1,0,0,800
old,newRenov,chugureti,15,1,2,0,1,1,0,0,0,1,0,0,687
old,black,chugureti,38,2,1,0,0,0,0,0,0,0,0,0,784
old,oldRenov,chugureti,106,3,1,0,1,1,1,1,0,0,0,1,1226
old,oldRenov,chugureti,60,2,1,0,1,1,1,1,0,0,0,1,1167
old,oldRenov,chugureti,55,3,1,0,1,1,1,1,0,0,0,1,1120
old,oldRenov,chugureti,71,3,1,0,1,0,0,0,1,1,0,0,1000
old,oldRenov,chugureti,35,1,2,0,1,1,0,0,0,1,0,0,871
old,oldRenov,chugureti,100,4,1,0,0,1,1,1,1,0,0,1,840
old,oldRenov,chugureti,42,3,1,0,0,0,1,1,0,0,0,0,833
old,oldRenov,chugureti,65,2,1,0,0,0,0,1,0,0,0,1,705
old,oldRenov,chugureti,130,4,2,0,1,1,1,1,1,0,0,0,608
old,oldRenov,chugureti,118,5,2,0,1,1,1,1,1,1,0,0,521
