	Area	Rooms	Bedrooms	Bathrooms	Floor	Floors	Balcony	Veranda	Loggia	Heating	Parking	Storeroom	Hot	Gas	Internet	Fireplace	Furniture	Passenger	Service	Telephone	Television	Conditioner	St_new	St_old	Co_black	Co_newRenov	Co_oldRenov	Co_white	Di_didiDigomi	Di_digmisMas	Di_gldani	Di_saburtalo	Di_vake	Di_varketili
178	70	3	2	1	9	13	7	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
179	48	2	1	1	5	10	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
180	71	3	2	1	6	12	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
181	78	4	3	1	3	9	6	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
182	62	3	2	1	2	6	3	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
183	49	2	1	1	2	11	6	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
184	50	2	1	1	3	9	5	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
185	54	3	2	1	5	13	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
186	66	3	2	1	5	12	5	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
187	74	4	3	2	5	6	3	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
188	42	2	1	1	6	9	2	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
189	54	2	0	1	4	9	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
190	45	2	0	1	1	8	8	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
191	65	2	1	1	1	5	3	0	8	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
192	60	3	2	1	3	12	3	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
193	80	3	2	1	9	14	4	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
194	65	2	1	1	7	7	5	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
195	180	4	3	1	3	14	24	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
196	50	2	1	1	2	10	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
197	78	2	1	1	5	9	11	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
198	47	2	1	2	2	5	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
199	47	2	1	2	2	5	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
200	50	3	2	1	2	9	4	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
201	72	3	2	1	2	9	12	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
202	59	2	1	1	3	8	5	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
203	131	4	3	3	4	22	13	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
204	50	2	1	1	3	5	7	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
205	164	5	3	3	16	22	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
206	90	3	2	2	9	12	20	20	20	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
207	98	3	2	1	12	22	8	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
208	70	2	1	1	5	23	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
209	55	2	1	1	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
210	88	3	2	2	8	12	2	0	2	1	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
211	118	4	2	2	5	6	18	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
212	135	4	3	2	5	6	18	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
213	124	4	3	2	14	17	9	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
214	140	4	3	2	8	15	10	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
215	58	2	1	1	3	10	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
216	100	3	2	2	4	16	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
217	50	2	1	1	5	8	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
218	200	5	4	2	2	9	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
219	80	3	2	1	18	22	3	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
220	46	2	1	1	4	7	5	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
221	53	3	2	1	6	7	6	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
222	100	3	2	1	2	6	14	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
223	115	4	0	2	15	16	12	8	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
224	53	3	2	1	6	7	6	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
225	48	2	1	1	3	9	3	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
226	52	2	1	1	3	12	6	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
227	41	2	1	1	7	11	2	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
228	70	2	1	1	6	7	10	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
229	110	4	3	2	7	8	10	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
230	110	3	2	2	9	14	10	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
231	62	2	1	1	8	18	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
232	101	3	2	1	8	11	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
233	120	4	3	2	13	14	5	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
234	240	5	3	3	5	6	6	20	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
235	98	3	2	1	5	10	8	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
236	44	2	1	1	6	10	3	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
237	45	2	1	1	5	13	3	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
238	112	4	3	2	16	19	12	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
239	82	3	2	1	2	11	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
240	64	2	1	1	8	18	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
241	55	3	2	2	2	10	6	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
242	57	3	2	1	2	9	3	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
243	60	3	2	1	5	10	8	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
244	67	3	2	1	3	10	7	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
245	93	4	3	1	1	5	4	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
246	60	2	1	1	2	13	6	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
247	108	3	2	2	10	10	0	18	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
248	64	2	1	1	8	14	6	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
249	73	3	2	1	13	15	6	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
250	140	4	3	3	4	9	12	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
251	105	2	1	1	4	4	8	12	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
252	220	5	4	2	5	6	20	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
253	56	2	1	1	5	13	3	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
254	60	2	1	1	2	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
255	68	3	2	1	5	14	3	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
256	108	3	2	2	9	10	0	18	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
257	98	3	2	1	9	12	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
258	58	3	2	1	3	12	4	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
259	43	2	1	1	9	11	4	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
260	145	3	2	2	9	12	12	10	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
261	80	3	2	1	3	5	7	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
262	108	3	0	1	4	6	9	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
263	108	3	2	1	4	7	5	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
264	61	2	1	1	14	17	4	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
265	46	2	1	1	4	14	3	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
266	225	5	3	3	9	9	0	30	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
267	140	4	3	2	4	7	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
268	130	3	2	2	3	10	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
269	111	3	2	2	10	12	8	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
270	70	3	2	1	2	5	2	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
271	83	2	1	1	6	12	5	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
272	60	3	2	2	5	7	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
273	83	3	2	1	8	13	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
274	68	3	2	1	4	7	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
275	150	5	3	2	2	18	17	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
276	83	3	2	2	1	7	4	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
277	130	4	3	2	6	16	10	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
278	110	4	3	1	14	14	3	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
279	100	4	2	1	2	14	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
280	62	3	2	1	3	12	2	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
281	200	5	4	3	10	11	15	10	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
282	132	4	2	2	6	10	12	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
283	200	5	3	1	7	9	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
284	135	5	3	2	7	16	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
285	107	3	2	1	2	12	10	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
286	55	2	1	1	6	11	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
287	200	5	3	2	5	5	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
288	134	4	0	2	4	16	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
289	178	4	3	2	11	15	15	15	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0
290	62	2	1	1	6	6	10	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
291	100	3	2	1	1	16	4	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
292	42	3	2	1	1	4	7	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0
293	17	1	1	2	4	6	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
294	100	3	2	2	2	14	8	0	12	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0
295	63	3	2	2	5	9	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0
296	80	3	2	1	6	9	3	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0
297	45	1	1	2	1	9	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
298	75	3	2	3	4	9	3	0	12	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
299	77	2	1	1	2	9	3	0	12	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0
300	57	1	1	1	7	9	3	0	6	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0
301	90	3	2	3	8	9	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
302	99	3	2	1	9	9	20	0	50	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
303	130	2	1	3	1	9	9	0	12	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0
304	86	1	0	1	1	2	6	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
305	105	4	2	1	2	4	0	0	30	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
306	85	4	3	1	1	15	0	0	8	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
307	62	2	1	1	7	15	8	0	8	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
308	94	3	2	2	7	15	10	0	15	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
309	66	3	2	1	2	16	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
310	80	3	2	0	14	16	3	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
311	80	3	2	1	14	16	3	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
312	85	3	2	1	6	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
313	51	1	0	1	8	9	3	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
314	97	4	2	2	7	8	3	0	15	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0
315	75	3	2	1	2	5	0	0	17	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
316	101	4	3	2	6	14	12	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0
317	35	1	1	1	1	5	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0
318	111	5	3	1	4	8	6	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
319	63	3	2	1	4	5	2	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
320	64	2	1	1	6	6	0	20	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0
321	135	4	2	2	3	7	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0
322	60	2	1	1	2	5	2	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0
323	130	4	3	2	5	12	7	0	40	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0
324	22	1	1	1	1	5	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0
325	110	3	2	2	2	5	5	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0
326	195	3	2	2	5	5	5	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0
327	95	3	2	1	1	14	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0
328	140	4	2	2	2	8	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0
329	100	3	2	2	7	7	16	0	12	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0
330	60	3	2	1	9	9	0	0	9	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1
331	66	3	2	1	4	9	0	0	7	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
332	60	2	1	1	1	9	0	0	60	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1
333	86	3	2	3	8	9	5	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1
334	72	2	1	1	11	16	0	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
335	110	5	3	2	4	9	13	7	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1
336	42	2	1	1	1	12	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0
337	100	3	2	1	5	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
338	37	2	1	1	6	7	3	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
339	37	2	1	1	6	7	3	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
340	90	3	2	1	12	18	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
341	65	3	2	2	6	9	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
342	110	3	2	2	3	18	8	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
343	105	4	0	2	12	15	4	0	6	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
344	120	3	2	1	3	5	8	0	20	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
345	38	2	1	1	6	8	3	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0
346	140	7	3	2	4	5	18	5	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
347	58	2	1	1	7	8	3	0	10	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
348	103	4	3	1	3	8	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
349	80	3	2	1	7	8	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
350	75	3	2	2	5	8	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
351	63	3	2	1	5	4	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
352	55	2	1	1	3	8	6	0	4	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0
353	19	1	1	1	5	7	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
354	60	3	2	1	4	4	3	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
355	40	2	1	1	4	7	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
356	26	1	1	1	4	7	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
357	60	2	0	2	8	9	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0
358	36	2	1	2	4	7	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0
